what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1435417714893
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1435417714894
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1435417714895
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1435417714897
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1435417714898
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1435417714899
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1435417714900
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1435417714901
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1435417714903
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1435417714904
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1435417714907
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1435417714909
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1435417714911
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1435417714913
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1435417714913
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1435417714914
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1435417714915
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1435417714917
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1435417714918
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1435417714920
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1435417714922
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1435417714924
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1435417714926
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1435417714927
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1435417714929
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1435417714932
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1435417714933
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1435417714934
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1435417714934
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1435417714936
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1435417714938
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1435417714940
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1435417714940
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1435417714942
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1435417714943
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1435417714944
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1435417714945
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1435417714947
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1435417714949
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1435417714950
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1435417714953
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1435417714954
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1435417714955
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1435417714956
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1435417714957
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1435417714958
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1435417714958
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1435417714958
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1435417714959
os,sysinfo,,,"win32",1435417714961
arch,sysinfo,,,"x86",1435417714961
ws,sysinfo,,,"win32",1435417714961
locale,sysinfo,,,"en_US",1435417714961
processors,sysinfo,,,"4",1435417714961
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1435417714961
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1435417714961
java.specification.name,sysinfo,,,"Java Platform API Specification",1435417714961
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1435417714961
java.specification.version,sysinfo,,,"1.6",1435417714961
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1435417714961
java.version,sysinfo,,,"1.6.0_23",1435417714961
java.vm.info,sysinfo,,,"mixed mode",1435417714961
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1435417714961
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1435417714961
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1435417714961
java.vm.specification.version,sysinfo,,,"1.0",1435417714961
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1435417714961
java.vm.version,sysinfo,,,"19.0-b09",1435417714961
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435417718011
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1435417720380
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435417728891
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435417728954
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435417741450
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435417946081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435417946169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435418130553
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435418135340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435418140363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435418141363
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435418150506
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435418154511
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435418156543
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1435418159346
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435418162250
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1435418163782
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1435418163791
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1435418163792
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1435418163794
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435418163856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435418165750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1435418168904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1435418176776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435418182779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435418185453
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1435418190070
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1435418190075
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1435418190340
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435418194208
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435418203681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435418204072
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1435418204385
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1435418204398
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1435418206295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435418207567
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, /cygdrive/c/UT/UTbot/Projects/de2iic/software/iictest/iictest.elf] return code: 4, 'other error'",1435418209438
error,log,,,"Downloading ELF Process failed",1435418209443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435418209504
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435418216407
