what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1435586950762
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1435586950762
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1435586950762
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1435586950763
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1435586950764
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1435586950764
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1435586950764
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1435586950765
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1435586950765
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1435586950766
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1435586950767
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1435586950768
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1435586950768
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1435586950769
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1435586950769
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1435586950770
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1435586950771
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1435586950772
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1435586950772
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1435586950773
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1435586950773
os,sysinfo,,,"win32",1435586950776
arch,sysinfo,,,"x86",1435586950776
ws,sysinfo,,,"win32",1435586950776
locale,sysinfo,,,"en_US",1435586950776
processors,sysinfo,,,"4",1435586950776
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1435586950776
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1435586950776
java.specification.name,sysinfo,,,"Java Platform API Specification",1435586950776
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1435586950776
java.specification.version,sysinfo,,,"1.6",1435586950776
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1435586950776
java.version,sysinfo,,,"1.6.0_23",1435586950776
java.vm.info,sysinfo,,,"mixed mode",1435586950776
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1435586950776
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1435586950776
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1435586950776
java.vm.specification.version,sysinfo,,,"1.0",1435586950776
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1435586950776
java.vm.version,sysinfo,,,"19.0-b09",1435586950776
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1435586950814
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1435586952510
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1435586952563
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1435586955565
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1435586955634
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435586958546
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1435586960381
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1435586960438
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1435586960442
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1435586960465
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435586960550
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435586962895
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1435586963110
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1435586963118
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1435586963119
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1435586963120
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1435586963130
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1435586985150
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1435586985539
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435586986959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435586995407
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1435586997248
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435586998625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435586998991
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435587003571
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1435587003819
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435587008425
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435587018943
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435587022494
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587030558
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587033235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587036271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587039585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587041112
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587070240
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435587070266
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587084958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587089123
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435587101360
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435587103785
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435587106624
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435587113499
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587117578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587128367
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1435587135038
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587147805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587149403
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435587234274
